	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S231	S232	S233	S234	S235	S236	S237	S238	S239	S240	S241	S242	S243	S244	S245	S246	S247	S248	S249	S250	S251	S252	S253	S254	S255	S256	S257	S258	S259	S260	S261	S262	S263	S264	S265	S266	S267	S268	S269	S270	S271	S272	S273	S274	S275	S276	S277	S278	S279	S280	S281	S282	S283	S284	S285	S286	S287	S288	S289	S290	S291	S292	S293	S294	S295	S296	S297	S298	S299	S300	S301	S302	S303	S304	S305	S306	S307	S308	S309	S310	S311	S312	S313	S314	S315	S316	S317	S318	S319	S320	S321	S322	S323	S324	S325	S326	S327	S328	S329	S330	S331	S332	S333	S334	S335	S336	S337	S338	S339	S340	S341	S342	S343	S344	S345	S346	S347	S348	S349	S350	S351	S352	S353	S354	S355	S356	S357	S358	S359	S360	S361	S362	S363	S364	S365	S366	S367	S368	S369	S370	S371	S372	S373	S374	S375	S376	S377	S378	S379	S380	S381	S382	S383	S384	S385	S386	S387	S388	S389	S390	S391	S392	S393	S394	S395	S396	S397	S398	S399	S400	S401	S402	S403	S404	S405	S406	S407	S408	S409	S410	S411	S412	S413	S414	S415	S416	S417	S418	S419	S420	S421	S422	S423	S424	S425	S426	S427	S428	S429	S430	S431	S432	S433	S434	S435	S436	S437	S438	S439	S440	S441	S442	S443	S444	S445	S446	S447	S448	S449	S450	S451	S452	S453	S454	S455	S456	S457	S458	S459	S460	S461	S462	S463	S464	S465	S466	S467	S468	S469	S470	S471	S472	S473	S474	S475	S476	S477	S478	S479	S480	S481	S482	S483	S484	S485	S486	S487	S488	S489	S490	S491	S492	S493	S494	S495	S496	S497	S498	S499	S500	S501	S502	S503	S504	S505	S506	S507	S508	S509	S510	S511	S512	S513	S514	S515	S516	S517	S518	S519	S520	S521	S522	S523	S524	S525	S526	S527	S528	S529	S530	S531	S532	S533	S534	S535	S536	S537	S538	S539	S540	S541	S542	S543	S544	S545	S546	S547	S548	S549
('7', '140481412', 'T')	0.00116211504939	0.00746163592848	0.000645161290323	0.00319722298347	0.000249345468146	0.00141683196373	0.00235773229022	0.000928571428571	0.000500563133525	0.00128930592364	0.00409530900968	0.00110174983798	0.00430275767651	0.00181862269641	0.0006943239021	0.000510529674537	0.00127702271276	0.000279700720229	0.000988467874794	0.000740283775447	0.00159400653543	0.00113561086401	0.00116468669928	0.00116245277536	0.00109247477669	0.00183633650867	0.00132100396301	0.000301144348524	0.00065445026178	0.00244738130201	0.00296882731321	0.000961370389792	0.0014484881405	0.00116769963173	0.000134174158057	0.000545494217761	0.000445964025569	0.000965530559042	0.000864902266044	0.000736377025037	0.00186807523834	0.000910694974102	0.000927409156058	0.00205011389522	0.00173120728929	0.00369499496137	0.00102827763496	0.00171428571429	0.00130083527318	0.000470772852099	0.00278145695364	0.00107948969578	0.00113418251614	0.00182932406476	0.00102553584248	0.00219518887771	0.000365817968979	0.00268537768538	0.00100264333242	0.000341997264022	0.000561027303329	0.000673967986521	0.000976822662286	0.00196123673281	0.00197203298673	0.00194401244168	0.00110424028269	0.002050380785	0.00109110747409	0.00155776010494	0.00576906761687	0.00194962177338	0.00247430529121	0.000738067902247	0.00155495539733	0.00162045372704	0.000449923513003	0.00134161490683	0.000606980273141	0.000983284169125	0.00113587191692	0.00473051570376	0.000837138508371	0.000739434616916	0.00157843613405	0.000939102795637	0.000469704086426	0.000453797719666	0.00175131348511	0.00114285714286	0.00067451097954	0.00143379453724	0.00153577661431	0.00367647058824	0.00188614540466	0.000478789619841	0.000409731113956	0.00109379272628	0.000760456273764	0.00167672702884	0.000446428571429	0.00157977883096	0.0015306122449	0.000460758716019	0.0013316687474	0.00180909717436	0.000519615484541	0.00169172932331	0.000514933058702	0.00297014225418	0.00100474972598	0.00136003956479	0.00141297366731	0.00157713159192	0.000279459711225	0.00136786430786	0.000319631784185	0.00178197877121	0.00132774283718	0.000428338901739	0.000312460942382	0.000355666207264	0.000722319678052	0.000985545335085	0.000359647545406	0.000661667401853																																																																																																																																																																																																																																																																																																																																																																																																																																								
('5', '149441303', 'T')	0.000709031286005	0.000314911037632	0.000537056928034	0.000400240144086	0.000542711386085	0.00096950467125	0.00100644122383	0.000965833635156	0.000597609561753	0.000522739153163	0.000537865748709	0.000283728188396	0.00107370681488	0.00194157620687	0.00131810193322	0.000814730324263	0.00103716508211	0.00200710205342	0.000785391714117	0.00131164742917	0.000869673251336	0.000998573466476	0.00257617482455	0.000511195174318	0.00188916876574	0.0010843373494	0.00221210149642	0.000830306175402	0.000445881172667	0.00060802594244	0.00039989336177	0.000648088139987	0.000973033083125	0.000879937426672	0.000739687055477	0.00154241645244	0.00117077739619	0.00134258223316	0.000774811579911	0.00111877680403	0.0026451694168	0.000617199286792	0.00116204002582	0.000711526733076	0.000788876836604	0.00220494371591	0.00093318402389	0.00217627856366	0.00026771372479	0.000574005740057	0.00134671890304	0.000888296691095	0.00269380425022	0.00139459776864	0.000776472871979	0.000874125874126	0.000804828973843	0.000396196513471	0.000438644588222	0.000525707076017	0.00147983721791	0.000532386867791	0.000510269166986	0.000593471810089	0.000259571706684	0.00127609151399	0.0010659357393	0.0026714158504	0.00136842952588	0.000832441431799	0.000695228991049	0.00233009708738	0.00126876718122	0.000825569052954	0.00155785299533	0.000230202578269	0.000560590488648	0.000448028673835	0.000586756077117	0.000392095357591	0.00139619804532	0.00175246440307	0.00216661250135	0.003061426032	0.0021623959347	0.000812253423068	0.000478392600861	0.00140277047168	0.00151348376445	0.000537923614847	0.00108719286801	0.00116094986807	0.00303375047402	0.00231716147719	0.0026130981545	0.000743402304547	0.00235540434441	0.000849205386388	0.000468055230517	0.000573065902579	0.00149885956338	0.00151431718062	0.000740411668888	0.00243466969648	0.000602772754671	0.000629590766002	0.000700770847933	0.00320088300221	0.00275684616798	0.000521376433785	0.00260818020154	0.00223024638912	0.0014735199792	0.00107629753647	0.00145684108292	0.00126890134292	0.000974805038992	0.000561272217025	0.0030737704918	0.000856347677157																																																																																																																																																																																																																																																																																																																																																																																																																																														
('6', '117641330', 'T')	0.00116846518661	0.00439466969096	0.000694605232693	0.00812139346014	0.000771803447389	0.00113713895838	0.00188612519156	0.000790722192936	0.000302553551979	0.000388450084164	0.00114263949724	0.000604887490927	0.000935162094763	0.00244520129246	0.000609059763989	0.000576202823394	0.00115740740741	0.00304175500046	0.00191418089009	0.00231543325318	0.000524658971668	0.00117970900511	0.0010538333187	0.00151285930408	0.000659250103008	0.000965250965251	0.00159872102318	0.000775419211011	0.000682438580528	0.00186361711139	0.000774962742176	0.00132195649561	0.0083179297597	0.00136239782016	0.00210762961922	0.00252788104089	0.00129586134284	0.0030926996012	0.000503727584123	0.000584643367546	0.000639727049792	0.00251046025105	0.00090394118356	0.00192215281115	0.00066221178737	0.000470057346996	0.000890670229348	0.00105348460292	0.0208449804329	0.00140857469848	0.00254511800093	0.00252270433905	0.00184501845018	0.000984868833378	0.000533845825326	0.00024697456162	0.00120048019208	0.000755730959778	0.00134027120782	0.00109469074986	0.000848438102584	0.00108483402039	0.000954328561691	0.00166349809886	0.000544106644902	0.000386212223617	0.000694720127035	0.00278551532033	0.000460920524132																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
('6', '117645652', 'T')	0.000174109863324	0.00124525952341	0.000801924619086	0.00104040228889	0.000322294738538	0.000513874614594	0.000631412786109	0.00145071390395	0.000448510943667	0.00134069400631	0.00108277189605	0.0104738791672	0.00195397307859	0.00441713078548	0.00160608622147	0.000892929620911	0.0105769882704	0.00135939927499	0.0130821559393																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
('7', '116435943', 'C')	0.000371724180658	0.00140394226989	0.00101541585895	0.000566636446056	0.00452879016606	0.00308529945554	0.000820277253712	0.00210441116957	0.000464630038332	0.000526315789474	0.00140056022409	0.0012011110277	0.00173047804456	0.00119658119658	0.00137493389741	0.00072703772518	0.000540040117266	0.000474683544304	0.00170238333667	0.0019008121652	0.00049160755671	0.0013962934755	0.00097911227154	0.00214089101845	0.000301409087484	0.00120176258512	0.00180677063522	0.0023003929838	0.00219222337602	0.000641848523748	0.00084859628032	0.00184479153856	0.00103541105819	0.00118357202036	0.000833432551494	0.00173661360347	0.00373021473939	0.000685256444046	0.00068282690338	0.00161351556568	0.000993048659384	0.00080929533499	0.00131528046422	0.0010373982053	0.00102545542285	0.000610687022901	0.00139195938754	0.000639840750746	0.0019462264831	0.00116611894413	0.000277418161642	0.000414010101846	0.000554515838359	0.000987691840146	0.0041693623751	0.00114465588782	0.00151179197742	0.00183570445158	0.000934976625584	0.00173525037184	0.00116693280924	0.00116674769081	0.000351586534236	0.00141149901195	0.000304259634888	0.00198933715286	0.00184388444991	0.0015411288769	0.00302535245356	0.00107784431138	0.000610202587259	0.000980776775206	0.000549903766841	0.000767283050717	0.00177735647846	0.0014380729822	0.00237423950141	0.00149804102328	0.000432937916703	0.000683106769588	0.00172674293115	0.000472941017499	0.000500450405365	0.000593622795115	0.00110275689223	0.000777134962438	0.00117828333182	0.00136612021858	0.00283295136236	0.000474203338392	0.00117674746999	0.00066025970215	0.00198741305068	0.000587494754511	0.000491239561159	0.0001725923369	0.00153515505066	0.00384136212625	0.000660829340823	0.00175449589573	0.000631645436362	0.000721947194719	0.00456195884927	0.000935857749622	0.00209911472118	0.000400870461574	0.00162637687588	0.000532197977648	0.00215481518316	0.000451263537906	0.000363042294427	0.000684128225176	0.000373308446104	0.00134300295461	0.0014966325767	0.00126957257723	0.00193187595323	0.00133945656334	0.000689417442261	0.000425785574385	0.000385981164119	0.000851698073033	0.00160437901095	0.00251301382158	0.000755358323105	0.000649230198479	0.00274725274725	0.00143508357251	0.00201239636159	0.000220831799779	0.00150987224158	0.000916666666667	0.000530175841654	0.00082671957672	0.000679540177813	0.00312311102156	0.00461331991277	0.00101632901958	0.00163448769026	0.00148560817084	0.00119774823332	0.00103695324284	0.000600291570191	0.00139567341242	0.000167294019239	0.00232952138924	0.000558485882718	0.0020017947125	0.00120986505351	0.00093926111459	0.00179890780597	0.000573284922607	0.00175276752768	0.00116676389699	0.00100351229303	0.0007737216009	0.000849112677252	0.00270396270396	0.00133636242149	0.000468530376386	0.000975829455037	0.000328579877768	0.000282193584799	0.000405247961096	0.000720980533526	0.000667516232781	0.000515536392183																																																																																																																																																																																																																																																																																																																																																																																															
('17', '41243839', 'C')	0.000635952515546	0.000655246653562	0.000211215545464	0.000704060079793	0.00330287349994	0.00165903510518	0.000925069380204	0.000503556366841	0.000790513833992																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
('10', '123239115', 'T')	0.00040539170974	0.0015009380863	0.00201952204645	0.000486618004866	0.00114540631782	0.000395647873393	0.00112384805574	0.00264783759929	0.000466511162946	0.000650448809679	0.00149105367793	0.00110834026046	0.00226651035561	0.00121518987342	0.000891315247061	0.000705467372134	0.00147374062165	0.000644389211083	0.00247963159759	0.00108225108225	0.000635162601626	0.00058651026393	0.00132516150406	0.00151249800987	0.00118659151587																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
('7', '140489630', 'A')	0.00763888888889	0.00187382885696	0.00153964588145	0.000931966449208	0.00486448922863	0.0116229014206	0.00172354360565	0.00234558248632	0.00095785440613	0.00375058602907	0.000779828437744	0.000512032770097	0.00322164948454	0.00129836406128	0.00574886535552	0.00178359096314	0.0167516387473	0.00091533180778	0.00223338916806	0.00178147268409	0.00157728706625	0.0017316017316	0.00280397654856	0.00137080191912	0.000900090009001	0.000974184120799	0.000421674045962	0.00230463021161																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
('7', '6013060', 'A')	0.00140531678182	0.000462927243268	0.000956022944551	0.00125130344108	0.000404776361061	0.00217391304348	0.00112219451372	0.00134952766532	0.00035701535166	0.00067283431455	0.000769452726748	0.000812934694246	0.0019550342131	0.00242189392105	0.00238741182854	0.0010624939631	0.0013451406793	0.000385988613336	0.001864926069	0.000504700018926	0.00121525140513	0.00092600387238	0.00269251480883	0.000515198351365	0.00116862583351	0.00133934007062	0.002052208176	0.00133980907721	0.00047911077041	0.00215252152522	0.00133943520482	0.00127139364303	0.000737630503858	0.000738998992274	0.000801924619086	0.00077058564509																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
('16', '2100432', 'T')	0.00173963467672	0.00020667562261	0.00126055716627	0.00111157426706	0.001310997815	0.00149902563334	0.00139470013947	0.00105229927391	0.000774926812468	0.00161882149795	0.000479846449136	0.00130279014222	0.00162535554653	0.00079861573273	0.000645682001614	0.000484027105518	0.00137741046832	0.00168954593453	0.00105083409957	0.000584453535944	0.000556379821958	0.000868893608805	0.000787746170678	0.000520020800832	0.00173761946134	0.000473933649289	0.0011041589989	0.00273578113751	0.00118327636077	0.000887468938587	0.000824912353062	0.000793273044582	0.00154788343765	0.000462427745665	0.00097205346294	0.000356294536817	0.000332078813372	0.000618319936401	0.00190740419629	0.00101225958835	0.00213915784733	0.000556748588245	0.00190792202406	0.000604777744179	0.000682050699102	0.00219244823386	0.000326299760714	0.00164203612479	0.00201714573878	0.000727074434245	0.00193939393939	0.00107828337287	0.00151956439154	0.000728597449909	0.000690528254114	0.00109692859992	0.000475228703814	0.000919286633572	0.00130412102243	0.000866832809622	0.000605632381145	0.000691658597316	0.000778437287146	0.00104837501872	0.000770119368502	0.000693893735131	0.000392495486302	0.000604960677556	0.000130505709625	0.000954115708214	0.00145278450363	0.00063202247191	0.000330972396902																																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
('7', '140498929', 'G')	0.000698689956332	0.00123422929238	0.00173310225303	0.000208928198343	0.000718390804598	0.000428510212827	0.00122399020808	0.00039977612537	0.00221620290569	0.000483403158234	0.000556276654923	0.00050641458474	0.000262881177708	0.000743080066877	0.000970402717128	0.000319081046586	0.000665424540857	0.00109789569991	0.00446677833613	0.000671366230279	0.00139632301606	0.00361445783133	0.000684579839124	0.000857632933105	0.00160313501959	0.00105274239394	0.000963789067878	0.000345622119816	0.000430338891877	0.000956632653061	0.00145578066238	0.000609291698401	0.000756811301715	0.00034716195105	0.000888663196648	0.000847996608014	0.00056657223796	0.000344946533287	0.000483870967742	0.000271480928465	0.000524383848977	0.000593330960009	0.00047288776797	0.00132391879965	0.000802568218299	0.00143738902511	0.000609663161103	0.00038887808672	0.000804135554279	0.000476341695776	0.00122025625381	0.000773036487322	0.000612432377258	0.000670690811536	0.00112725450902	0.000429184549356	0.00194931773879	0.000365063429771	0.00061135371179	0.000699545295558																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																										
('17', '29654605', 'T')	0.000175731482295	0.000441631090829	0.00205058099795	0.00110895481009	0.00112690707351	0.001221001221	0.000545603346367	0.000355408126999	0.00108018280017	0.00156058410434	0.000681331516449	0.00137086455858	0.00124780216664	0.00184145106344	0.000994575045208	0.000865725911177	0.000904662491301	0.000396943534782	0.00144766146993	0.00101853738032	0.000432432432432	0.000888187111418	0.000907029478458	0.00084061869536	0.00120336943442	0.000633348687241	0.000956388676358	0.000284333238556	0.00100698596513	0.00107903965471	0.00121898127993	0.00040376074292	0.000451875282422	0.000983358547655	0.00239555945077	0.000507142253402	0.00145109161665	0.000195541650372	0.00198565206252	0.00175681923255	0.00100062539087	0.00233180758269	0.00224215246637	0.00114697689661	0.0010298661174																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
('9', '135796754', 'T')	0.00106899103692	0.000828990999526	0.00140143257552	0.00161567201858	0.00214880472737	0.000744158356898	0.000575125808771	0.00122356231428	0.00110842402257	0.00132787429457	0.0013557483731	0.00147516800525	0.000542652485348	0.000348675034868	0.000710659898477	0.00143560295324	0.00134081957597	0.000621118012422	0.00135043889264	0.000921234454169	0.000196637498771	0.000249729459752	0.00155960619943	0.00255057167986	0.00062015503876	0.00173267326733	0.00269259536275	0.00258021832617	0.00197717264312	0.00112164780259	0.00229621125144	0.000913659205116	0.000469869611183	0.00100021433164	0.000769362284151	0.000231213872832	0.000330491109789																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
('3', '41266943', 'T')	0.000917507715406	0.000317379713089	0.00202315387209	0.00201065647934	0.00096871064613	0.000642013353878	0.000776397515528	0.00548679341585	0.00249263539542	0.00162279120087	0.000926940254487	0.00153695682549	0.0011013215859																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
('22', '39636901', 'G')	0.00158269585861	0.00104297037964	0.000758245924428	0.00116861435726	0.00139120756817	0.00158478605388	0.00119789171059	0.000822593912805	0.000813669650122	0.00231642344221	0.00126486213003	0.000674005841384	0.000866363439463	0.00347394540943	0.00209314495029	0.000925640234496	0.000967679504548	0.00142973856209	0.00128393250183	0.00314748201439	0.00329030625158	0.000616522811344	0.00222181077578	0.00113662195954	0.00319042871386	0.000629722921914	0.00152245622938	0.000601926163724	0.00160170848905	0.0010931351115	0.00223137658771	0.000746157289957	0.000981193785773	0.0011144722178	0.00203850509626	0.00205592105263	0.00203004466098	0.0012671594509	0.000986387847702	0.000703070072651	0.000920810313076	0.00183751148445	0.00115606936416	0.000703070072651	0.00325865580448	0.00136588697285	0.00171722953635	0.00134340890008	0.000936110461034	0.00102686975869	0.000588631012445	0.00153491941673	0.00129433083096	0.000798084596967	0.0026571011027	0.00197132616487	0.0017087276551	0.000642095800693	0.00147248297442	0.00154822727976	0.00167464114833	0.00198807157058	0.000966494845361	0.00239643957549	0.000813338755592	0.00227366680446	0.000938438438438	0.00209314495029	0.00171122994652	0.000859845227859	0.00206440957886	0.00049196457855	0.000994777418553	0.00179791441927	0.000307125307125	0.00221818915104	0.000807754442649	0.00255863539446	0.00313549832027	0.00119817876827	0.00160610319213	0.00126710593006	0.00192962542565	0.00111259457054	0.000937207122774	0.00115495668912	0.00138163954559	0.00150880134116	0.000603573153066	0.000677659814773	0.00260834670947	0.00148389968838	0.00148588410104	0.00157759810688	0.001443001443	0.0013875123885	0.00136565380676	0.00233066278223	0.00079948832747	0.000857632933105	0.00102174864983	0.00084127874369	0.000945775535939	0.000837404047453	0.00304709141274	0.000963948332369	0.000633847454046	0.00153198008426	0.00144675925926	0.000903925619835	0.00377145012257	0.00315895880718	0.00203488372093	0.00128921357972	0.00119355480406	0.00145384056215	0.000487923883874	0.00290909090909	0.00197173841604	0.001043569006	0.00098814229249	0.000721917412648	0.00123724095268	0.00264162019372	0.00219113433339	0.00208689053311	0.00235294117647	0.00105517033464	0.00148399406402	0.00122040517452	0.000667779632721	0.000831082484937	0.001100110011	0.00149802533025	0.000653167864141	0.000733406674001	0.00525733259546	0.00220264317181	0.00140326258551	0.00147058823529	0.00169779286927	0.00145419292293	0.00216841344416	0.000834898768524	0.00111138552729	0.00105466690104	0.00206362854686	0.000718778077269	0.000546448087432	0.00118203309693	0.00148465852854	0.00268024658269	0.000763358778626	0.002828854314	0.00158814187401	0.000542691751085	0.00212494687633	0.00108962135658	0.00116763969975	0.00124930594114	0.0045045045045	0.000388349514563	0.000833796553641	0.00110045590316	0.00148714680263	0.00171358629131	0.00126126126126	0.000600600600601	0.000771962328238	0.00159698025552	0.000985998816801	0.000354358610914	0.001617001617	0.000852514919011	0.0023060451326	0.0011135857461	0.00254712175242	0.00238032266596	0.00111856823266	0.000824538258575	0.00148846440089	0.0021683154899	0.0018680844949	0.00263239393001	0.00120663650075	0.00176825462867	0.00288282177378	0.00253531329229	0.00110721535339	0.00202156334232	0.00133254367782	0.00324324324324	0.00252684775742	0.00247054351957	0.00169563374311	0.00228752419497	0.0014693877551	0.00168728908886	0.00149047162781	0.00132538104705	0.00230179028133	0.00171312879614	0.00120409391933	0.000719424460432	0.000898472596586	0.0022365805169	0.00113442994895	0.00166562565064	0.00143781452193	0.000906412871063	0.000431127398146	0.00213219616205	0.00234375	0.000685494927338	0.00226830848995	0.000977517106549	0.00315741993685	0.00125628140704	0.00269118636466	0.00190258751903	0.00352112676056	0.00317416505658	0.00193008792623	0.00126518218623	0.00131212071511	0.00342521611483	0.00177648578811	0.00110537951363	0.00139470013947	0.00181488203267	0.000930448941614	0.00137308748529	0.000862998921251	0.00149055978801	0.000706464146945	0.000729128691214	0.00215439856373	0.00134048257373	0.00195090229231	0.000913408841798	0.0014164305949	0.00241055569652	0.000964940495336	0.000613779346325	0.000628798993922	0.00195811340031	0.00177130486125	0.0023726957474	0.000870069605568	0.000572082379863	0.00124843945069	0.000814332247557	0.0028677946659	0.00103345820953	0.00131113150649	0.000666222518321	0.00290803344238	0.00124630004674	0.00169163847269	0.000869867780097	0.000604838709677	0.000636294222448	0.00103716508211	0.00146293888166	0.00175561797753	0.00130690481377	0.000500375281461	0.0019436345967	0.00157452764171	0.000518224218345	0.00139879703455	0.00168161434978	0.00533997864009	0.0116065974343	0.00747442958301	0.0145395799677	0.012325195544	0.0120365912374	0.0146834477498	0.0104882459313																																																																																																																																																																																																																																																																														
('7', '140488577', 'T')	0.0088996763754	0.00230946882217	0.00115406809002	0.013611615245	0.000944287063267	0.00150753768844	0.00134048257373	0.00189214758751	0.00354609929078	0.00301431801055																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																												
('2', '198268393', 'T')	0.00040899795501	0.000756315232189	0.000368120743604	0.000659268212284	0.000855014046659	0.000661988613796	0.00250450027393	0.000691631261733	0.000417492954806	0.00402449693788	0.000687960687961	0.00241123636144	0.000778681432774	0.00125427594071	0.000287521564117	0.000257334019557	0.00168698719423	0.00101435705368	0.00021961128802	0.00129463068956	0.002457002457	0.00271444082519	0.000345154888256	0.000594294770206	0.00147868232975	0.00130434782609	0.00158919348431	0.000492506859917	0.000510899182561	0.000318142050426	0.000149153553583	0.00104722010663	0.000436062356917	0.000502664119835	0.000754021447721	0.000649893231826	0.00020725388601	0.00110619469027	0.000500563133525	0.000386249517188	0.00252127324299	0.000885975015505	0.0030053667263	0.000451141387711	0.00123294427092	0.00149519401922	0.00132625994695	0.000181307225093	0.00112447992803	0.00115449202351	0.000382592061215	0.000938526513374	0.000686302545039	0.000431778929188	0.00050803327618	0.000263342696629	0.00241969128077	0.000191644308164	0.000175100682893	0.00166574125486	0.000734969866235	0.000665842290497	0.00178691087782	0.000856531049251	0.000211356911371	0.000136714744685	0.000193873594416	0.000540832882639	0.00117716303708	0.000732600732601	0.000568458664934	0.000244977951984	0.00167694795472	0.000306560392397	0.000627746390458	0.00222241977065	0.000221631205674	0.000270033079052	0.000612088752869	0.00132367284381	0.000394446197539	0.00105923572069	0.000654793085385	0.00051535006994	0.000229068835185	0.00109479062129	0.000214622978967	0.000656771312229	0.000368107192815	0.00114096048128	0.00108176327414	0.0014307355664	0.0015094939223	0.000715627515878	0.000563433186215	0.00127353770581	0.000452488687783	0.000517139479905	0.000640461132015	0.000842073030697	0.000454256382302	0.00188387270403	0.000456871345029	0.000236057834169	0.00037910379862	0.000540979172302	0.000450011250281	0.000337211262856	0.00111982082867	0.00133288903699	0.00101663585952	0.00103842159917	0.00046332046332	0.000838060856111	0.000613371498671	0.000503651473181																																																																																																																																																																																																																																																																																																																																																																																																																																																		
('7', '116436097', 'A')	0.00413180456564	0.00846333607023	0.00150905432596	0.00330827067669	0.00685612082671	0.00295796931967	0.00112606848544	0.00271766482134	0.00272218952325	0.00175578611333	0.00316634626258	0.00225098480585	0.0022672420098	0.00506155950752	0.00291784444242	0.00489800979602	0.00129310344828	0.00217052537845	0.0123120218099	0.0125376732972	0.00244135442097	0.00264014784828	0.00238948626045	0.00137952989866	0.00276890308839	0.00258193697966	0.00669230769231	0.0026611669217	0.0038770821367	0.00167053364269	0.00474975811417	0.00183033582683	0.00148411991689	0.00344374178198	0.00514693674249	0.00511189367261	0.00293906810036	0.00157170923379	0.0023744715353	0.0111111111111	0.00102046941593	0.00287257267609	0.00220238785209	0.00726362693035	0.00949057920447	0.00163823841187	0.00260718424102	0.00319634703196	0.00298985584624	0.00436181623168	0.0032	0.0035216904114	0.00745328574428	0.0032524393295	0.00238095238095	0.0034961978848	0.00629962029686	0.00268862376071	0.00357142857143	0.00564493367203	0.00401095675993	0.00375939849624	0.00366071428571	0.00266928912616	0.00342707388368	0.00426304570932	0.00203317281969	0.0044572032938	0.00263296471827	0.00311859574089	0.00204032645223	0.00103480714958	0.0113016623957	0.00224799928064	0.0019595448799	0.00289842147507	0.00167719572874	0.00413673970361	0.004702864472																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
